s713_comb.aig,init,50,6,0,0,[],1218_171618
s713_comb.aig,reset,50,7,-0.008333333333333337,-0.16666666666666674,[],1218_171618
s713_comb.aig,init,50,6,0,0,[],1218_171636
s713_comb.aig,reset,50,7,-0.008333333333333337,-0.16666666666666674,[],1218_171637
s713_comb.aig,max,48,7,0.19023812003451707,-0.14309521329881636,balance/rewrite/refactor/balance/rewrite/rewrite -z/balance/refactor -z/rewrite -z/balance/balance/rewrite/refactor/balance/rewrite/rewrite -z/balance/refactor -z/rewrite -z/refactor,1218_171639
s713_comb.aig,done,48,7,0.19023812003451707,-0.14309521329881636,balance/rewrite/refactor/balance/rewrite/rewrite -z/balance/refactor -z/rewrite -z/balance/balance/rewrite/refactor/balance/rewrite/rewrite -z/balance/refactor -z/rewrite -z/refactor,1218_171639
s15850_comb.aig,init,136,7,0,0,[],1218_171639
s15850_comb.aig,reset,134,5,0.014549291952339904,0.2909858390467981,[],1218_171639
s15850_comb.aig,max,132,4,-0.013990545461838644,0.4370375050606983,balance/rewrite/refactor/balance/rewrite/rewrite -z/refactor/refactor -z/rewrite -z/balance/balance,1218_171640
s15850_comb.aig,done,131,5,-0.2830041870626542,0.2989674910309418,balance/rewrite/refactor/balance/rewrite/rewrite -z/refactor/refactor -z/rewrite -z/balance/balance/rewrite/refactor/balance/rewrite/rewrite -z/balance/refactor -z/rewrite -z/balance,1218_171640
b05_comb.aig,init,150,8,0,0,[],1218_171640
b05_comb.aig,reset,115,8,0.006220248211454343,0.12440496422908687,[],1218_171640
b05_comb.aig,max,125,7,0.05817222810818283,0.20123793697163272,balance/rewrite/refactor,1218_171641
b05_comb.aig,done,129,8,-0.17617177800774403,0.07263815045042965,balance/rewrite/refactor/balance/rewrite/rewrite -z/balance/refactor -z/rewrite -z/balance/balance/rewrite/refactor/balance/rewrite/rewrite -z/balance/refactor -z/rewrite -z/balance,1218_171641
s444_comb.aig,init,31,3,0,0,[],1218_171641
s444_comb.aig,reset,31,3,0.0,0.0,[],1218_171642
s444_comb.aig,max,31,3,0,0,[],1218_171642
s444_comb.aig,done,34,3,-0.04726987617728562,-0.04726987617728562,balance/rewrite/refactor/balance/rewrite/rewrite -z/balance/refactor -z/rewrite -z/rewrite/balance/rewrite/refactor/balance/rewrite/rewrite -z/balance/refactor -z/rewrite -z/refactor -z,1218_171642
s713_comb.aig,init,50,6,0,0,[],1218_171642
s713_comb.aig,reset,50,7,-0.008333333333333337,-0.16666666666666674,[],1218_171643
s713_comb.aig,max,49,7,0.061725590728639125,-0.15494107593802764,balance/rewrite/refactor/balance/rewrite/rewrite -z,1218_171643
s713_comb.aig,done,50,7,0.16666666666666669,-0.16666666666666674,balance/rewrite/refactor/balance/rewrite/rewrite -z/balance/refactor -z/rewrite -z/balance/balance/rewrite/refactor/balance/rewrite/rewrite -z/balance/refactor -z/balance/balance,1218_171643
mux_cl_comb.aig,init,37,4,0,0,[],1218_171643
mux_cl_comb.aig,reset,10,3,0.030504678315873633,0.6100935663174727,[],1218_171643
mux_cl_comb.aig,max,7,3,-0.485396903153828,0.6737808728493699,balance/rewrite/refactor/balance/rewrite/rewrite -z/balance/refactor -z/rewrite -z/balance/balance/rewrite/refactor/balance/rewrite/rewrite -z/balance/refactor -z,1218_171644
mux_cl_comb.aig,done,7,3,-0.5464062597855753,0.6737808728493699,balance/rewrite/refactor/balance/rewrite/rewrite -z/balance/refactor -z/rewrite -z/balance/balance/rewrite/refactor/balance/rewrite/rewrite -z/balance/refactor -z/rewrite -z/balance,1218_171644
int2float.aig,init,50,5,0,0,[],1218_171644
int2float.aig,reset,48,4,0.010808164115469148,0.21616328230938298,[],1218_171644
int2float.aig,max,48,4,0,0.21616328230938298,[],1218_171645
int2float.aig,done,49,4,-0.22428615954769915,0.2080404050710667,balance/rewrite/refactor/balance/rewrite/balance/balance/balance/rewrite -z/balance/balance/rewrite/refactor -z/balance/rewrite/rewrite -z/rewrite -z/refactor -z/rewrite -z/refactor,1218_171645
term1_comb.aig,init,74,5,0,0,[],1218_171645
term1_comb.aig,reset,38,4,0.02133605711662086,0.4267211423324172,[],1218_171645
term1_comb.aig,max,36,4,-0.0913900938858541,0.4420113340296674,balance/rewrite/refactor/balance/rewrite,1218_171646
term1_comb.aig,done,39,4,-0.4342153016837876,0.41922698298104677,balance/rewrite/refactor/balance/rewrite/rewrite -z/balance/refactor -z/rewrite -z/balance/balance/refactor/refactor/balance/rewrite/rewrite -z/balance/refactor -z/rewrite -z/balance,1218_171646
b07_comb.aig,init,115,5,0,0,[],1218_171646
b07_comb.aig,reset,94,5,0.004795152241495543,0.09590304482991086,[],1218_171646
b07_comb.aig,max,92,4,0.16457944116267872,0.2844582472000673,balance/rewrite/refactor/balance/rewrite,1218_171647
b07_comb.aig,done,92,5,-0.08623328065973757,0.10557280900008414,balance/rewrite/refactor/balance/rewrite/rewrite -z/balance/refactor -z/rewrite -z/refactor/balance/rewrite/refactor/balance/rewrite/rewrite -z/balance/refactor -z/rewrite -z/balance,1218_171647
ADDERFDS_comb.aig,init,26,9,0,0,[],1218_171647
ADDERFDS_comb.aig,reset,26,9,0.0,0.0,[],1218_171648
ADDERFDS_comb.aig,max,26,9,0,0,[],1218_171648
ADDERFDS_comb.aig,done,26,9,0.0,0.0,balance/rewrite/refactor/balance/rewrite/rewrite -z/balance/refactor -z/rewrite -z/rewrite/balance/rewrite/refactor/balance/rewrite/rewrite -z/balance/refactor -z/rewrite -z/balance,1218_171648
s510_comb.aig,init,46,3,0,0,[],1218_171648
s510_comb.aig,reset,45,4,-0.0159380473395787,-0.31876094679157396,[],1218_171649
s510_comb.aig,max,43,3,0.5112998567987921,0.03315843661143103,balance/rewrite/refactor/balance/rewrite/rewrite -z/balance/refactor -z/rewrite -z/balance,1218_171649
s510_comb.aig,done,45,4,0.3187609467915742,-0.31876094679157396,balance/rewrite/refactor/balance/rewrite/rewrite -z/balance/refactor -z/rewrite -z/balance/balance/rewrite/refactor/balance/rewrite/rewrite -z/balance/refactor -z/rewrite -z/balance,1218_171649
s510_comb.aig,init,46,3,0,0,[],1218_171649
s510_comb.aig,reset,45,4,-0.0159380473395787,-0.31876094679157396,[],1218_171650
s510_comb.aig,max,40,3,0.6890790380032557,0.06749519175968621,balance/rewrite/refactor/balance/rewrite/rewrite -z/balance/refactor -z/rewrite -z/balance/balance/rewrite/refactor -z/balance/rewrite/rewrite -z/balance/refactor -z/balance,1218_171650
